Order_Date,Order_Priority,Ord_id
12/12/06,MEDIUM,Ord_743
12/04/13,HIGH,Ord_744
12/10/25,CRITICAL,Ord_745
09/01/08,NOT SPECIFIED,Ord_746
12/11/04,LOW,Ord_747
11/09/20,MEDIUM,Ord_748
12/11/13,CRITICAL,Ord_749
12/06/16,CRITICAL,Ord_750
10/02/26,LOW,Ord_751
09/11/08,HIGH,Ord_752
12/11/22,LOW,Ord_753
12/07/21,NOT SPECIFIED,Ord_754
09/10/04,NOT SPECIFIED,Ord_755
11/11/18,LOW,Ord_756
10/01/14,NOT SPECIFIED,Ord_757
11/02/24,MEDIUM,Ord_758
09/02/13,CRITICAL,Ord_759
10/06/15,HIGH,Ord_760
11/10/29,HIGH,Ord_761
10/10/22,CRITICAL,Ord_762
11/08/04,MEDIUM,Ord_763
12/09/07,CRITICAL,Ord_764
12/06/23,HIGH,Ord_765
10/07/16,NOT SPECIFIED,Ord_766
09/07/26,LOW,Ord_767
09/08/23,HIGH,Ord_768
11/01/08,LOW,Ord_769
12/05/29,CRITICAL,Ord_770
10/06/05,LOW,Ord_771
09/10/18,LOW,Ord_772
10/07/15,MEDIUM,Ord_773
09/12/07,LOW,Ord_774
12/10/05,MEDIUM,Ord_775
11/07/24,HIGH,Ord_776
12/08/30,MEDIUM,Ord_777
11/11/19,LOW,Ord_778
09/09/16,LOW,Ord_779
11/09/15,HIGH,Ord_780
09/01/22,CRITICAL,Ord_781
09/03/11,HIGH,Ord_782
11/05/28,LOW,Ord_783
12/11/06,HIGH,Ord_784
10/01/20,HIGH,Ord_785
10/02/05,NOT SPECIFIED,Ord_786
12/11/07,CRITICAL,Ord_787
11/03/07,CRITICAL,Ord_788
12/06/17,NOT SPECIFIED,Ord_789
10/12/12,MEDIUM,Ord_790
12/04/26,MEDIUM,Ord_791
09/05/08,LOW,Ord_792
10/06/09,LOW,Ord_793
12/09/15,HIGH,Ord_794
11/07/27,MEDIUM,Ord_795
09/06/25,NOT SPECIFIED,Ord_796
09/08/27,MEDIUM,Ord_797
11/10/01,CRITICAL,Ord_798
12/03/31,LOW,Ord_799
11/04/22,CRITICAL,Ord_800
09/08/28,NOT SPECIFIED,Ord_801
09/05/08,LOW,Ord_802
12/05/09,LOW,Ord_803
11/09/10,MEDIUM,Ord_804
10/08/22,MEDIUM,Ord_805
12/04/08,NOT SPECIFIED,Ord_806
10/12/14,MEDIUM,Ord_807
09/12/24,LOW,Ord_808
10/12/10,MEDIUM,Ord_809
09/01/15,NOT SPECIFIED,Ord_810
11/05/04,NOT SPECIFIED,Ord_811
12/01/20,LOW,Ord_812
11/09/24,NOT SPECIFIED,Ord_813
11/09/10,CRITICAL,Ord_814
11/04/05,NOT SPECIFIED,Ord_815
11/09/10,LOW,Ord_816
10/10/04,NOT SPECIFIED,Ord_817
12/08/19,NOT SPECIFIED,Ord_818
12/01/07,NOT SPECIFIED,Ord_819
09/11/20,MEDIUM,Ord_820
12/09/16,MEDIUM,Ord_821
09/09/17,NOT SPECIFIED,Ord_822
10/07/21,CRITICAL,Ord_823
10/09/11,LOW,Ord_824
11/10/01,CRITICAL,Ord_825
10/12/24,NOT SPECIFIED,Ord_826
12/05/30,NOT SPECIFIED,Ord_827
09/12/02,CRITICAL,Ord_828
09/04/09,NOT SPECIFIED,Ord_829
10/08/26,LOW,Ord_830
09/07/21,MEDIUM,Ord_831
11/12/09,HIGH,Ord_832
09/03/18,CRITICAL,Ord_833
10/01/27,LOW,Ord_834
11/11/09,CRITICAL,Ord_835
11/03/02,NOT SPECIFIED,Ord_836
11/02/15,LOW,Ord_837
12/01/03,LOW,Ord_838
09/10/08,CRITICAL,Ord_839
10/12/13,NOT SPECIFIED,Ord_840
09/10/15,NOT SPECIFIED,Ord_841
09/07/10,NOT SPECIFIED,Ord_842
10/09/17,MEDIUM,Ord_843
09/03/07,HIGH,Ord_844
10/09/10,HIGH,Ord_845
09/09/23,CRITICAL,Ord_846
11/02/10,MEDIUM,Ord_847
11/01/19,HIGH,Ord_848
11/01/22,MEDIUM,Ord_849
09/03/23,NOT SPECIFIED,Ord_850
11/07/01,CRITICAL,Ord_851
11/06/22,MEDIUM,Ord_852
11/03/08,CRITICAL,Ord_853
11/07/11,CRITICAL,Ord_854
10/08/26,LOW,Ord_855
10/03/17,CRITICAL,Ord_856
09/07/07,CRITICAL,Ord_857
09/03/27,NOT SPECIFIED,Ord_858
10/02/17,HIGH,Ord_859
11/01/02,CRITICAL,Ord_860
12/03/17,HIGH,Ord_861
09/10/01,CRITICAL,Ord_862
10/04/16,CRITICAL,Ord_863
10/07/03,MEDIUM,Ord_864
12/10/16,CRITICAL,Ord_865
09/11/09,CRITICAL,Ord_866
10/12/10,LOW,Ord_867
11/06/19,CRITICAL,Ord_868
12/07/11,NOT SPECIFIED,Ord_869
11/12/11,MEDIUM,Ord_870
11/06/05,HIGH,Ord_871
11/08/09,CRITICAL,Ord_872
11/03/21,LOW,Ord_873
10/11/05,MEDIUM,Ord_874
12/06/02,LOW,Ord_875
10/12/28,CRITICAL,Ord_876
11/08/09,CRITICAL,Ord_877
12/05/31,CRITICAL,Ord_878
09/12/09,CRITICAL,Ord_879
12/06/17,HIGH,Ord_880
10/12/29,CRITICAL,Ord_881
11/04/30,NOT SPECIFIED,Ord_882
10/03/05,CRITICAL,Ord_883
12/08/22,NOT SPECIFIED,Ord_884
11/03/07,HIGH,Ord_885
10/02/22,MEDIUM,Ord_886
11/11/30,HIGH,Ord_887
10/08/13,CRITICAL,Ord_888
11/10/29,LOW,Ord_889
09/11/28,CRITICAL,Ord_890
11/02/08,CRITICAL,Ord_891
12/03/11,HIGH,Ord_892
11/07/21,LOW,Ord_893
10/12/10,NOT SPECIFIED,Ord_894
12/10/05,LOW,Ord_895
12/11/02,LOW,Ord_896
09/03/22,LOW,Ord_897
11/10/22,CRITICAL,Ord_898
09/04/11,CRITICAL,Ord_899
09/02/01,CRITICAL,Ord_900
12/10/28,LOW,Ord_901
11/03/04,NOT SPECIFIED,Ord_902
09/05/10,HIGH,Ord_903
12/01/30,CRITICAL,Ord_904
12/12/02,HIGH,Ord_905
12/01/19,NOT SPECIFIED,Ord_906
09/06/25,NOT SPECIFIED,Ord_907
11/05/28,NOT SPECIFIED,Ord_908
09/04/08,MEDIUM,Ord_909
10/08/17,CRITICAL,Ord_910
09/01/22,LOW,Ord_911
11/07/03,HIGH,Ord_912
10/01/31,LOW,Ord_913
10/08/03,MEDIUM,Ord_914
10/04/11,HIGH,Ord_915
09/09/25,CRITICAL,Ord_916
09/02/13,HIGH,Ord_917
11/08/19,LOW,Ord_918
11/12/03,HIGH,Ord_919
12/03/28,HIGH,Ord_920
09/09/25,NOT SPECIFIED,Ord_921
12/12/08,CRITICAL,Ord_922
12/01/31,LOW,Ord_923
10/02/27,CRITICAL,Ord_924
10/06/28,CRITICAL,Ord_925
12/05/19,HIGH,Ord_926
11/01/14,HIGH,Ord_927
09/01/06,HIGH,Ord_928
10/08/21,CRITICAL,Ord_929
10/02/19,MEDIUM,Ord_930
09/11/23,MEDIUM,Ord_931
09/12/18,LOW,Ord_932
09/06/07,NOT SPECIFIED,Ord_933
12/07/17,NOT SPECIFIED,Ord_934
09/12/06,LOW,Ord_935
12/07/19,NOT SPECIFIED,Ord_936
11/03/19,MEDIUM,Ord_937
12/12/27,HIGH,Ord_938
11/08/09,CRITICAL,Ord_939
10/08/12,CRITICAL,Ord_940
09/03/15,MEDIUM,Ord_941
11/10/20,HIGH,Ord_942
11/01/13,HIGH,Ord_943
09/08/14,CRITICAL,Ord_944
09/01/31,LOW,Ord_945
09/08/15,CRITICAL,Ord_946
09/03/07,HIGH,Ord_947
09/08/04,NOT SPECIFIED,Ord_948
12/08/18,LOW,Ord_949
09/10/01,CRITICAL,Ord_950
09/04/07,CRITICAL,Ord_951
10/06/19,LOW,Ord_952
12/12/16,NOT SPECIFIED,Ord_953
12/09/20,NOT SPECIFIED,Ord_954
10/03/03,LOW,Ord_955
10/01/11,NOT SPECIFIED,Ord_956
10/02/28,LOW,Ord_957
11/07/05,MEDIUM,Ord_958
12/10/07,NOT SPECIFIED,Ord_959
11/09/29,CRITICAL,Ord_960
10/10/25,LOW,Ord_961
10/09/17,LOW,Ord_962
11/11/23,HIGH,Ord_963
12/09/13,CRITICAL,Ord_964
12/03/08,HIGH,Ord_965
10/11/17,NOT SPECIFIED,Ord_966
12/10/08,LOW,Ord_967
11/03/02,MEDIUM,Ord_968
09/12/14,CRITICAL,Ord_969
11/04/17,LOW,Ord_970
09/06/09,CRITICAL,Ord_971
12/08/16,CRITICAL,Ord_972
10/12/10,MEDIUM,Ord_973
11/07/13,HIGH,Ord_974
12/03/12,CRITICAL,Ord_975
12/07/13,NOT SPECIFIED,Ord_976
09/04/02,LOW,Ord_977
11/12/20,MEDIUM,Ord_978
11/05/30,MEDIUM,Ord_979
10/09/10,CRITICAL,Ord_980
11/10/03,HIGH,Ord_981
10/01/22,MEDIUM,Ord_982
11/11/04,HIGH,Ord_983
11/04/16,MEDIUM,Ord_984
10/11/27,LOW,Ord_985
10/09/08,CRITICAL,Ord_986
10/08/26,MEDIUM,Ord_987
11/07/06,LOW,Ord_988
10/05/20,LOW,Ord_989
10/12/29,MEDIUM,Ord_990
11/07/09,CRITICAL,Ord_991
09/06/09,CRITICAL,Ord_992
09/02/25,NOT SPECIFIED,Ord_993
10/02/01,CRITICAL,Ord_994
12/05/31,CRITICAL,Ord_995
09/12/05,MEDIUM,Ord_996
10/10/22,NOT SPECIFIED,Ord_997
09/06/17,LOW,Ord_998
11/10/07,LOW,Ord_999
09/11/12,HIGH,Ord_1000
09/09/27,MEDIUM,Ord_1001
11/01/26,LOW,Ord_1002
11/02/13,CRITICAL,Ord_1003
12/07/20,NOT SPECIFIED,Ord_1004
10/01/18,HIGH,Ord_1005
11/12/10,NOT SPECIFIED,Ord_1006
10/07/29,HIGH,Ord_1007
10/10/26,LOW,Ord_1008
12/04/10,NOT SPECIFIED,Ord_1009
12/07/08,HIGH,Ord_1010
11/02/19,MEDIUM,Ord_1011
10/09/24,CRITICAL,Ord_1012
09/12/18,LOW,Ord_1013
12/12/04,CRITICAL,Ord_1014
09/01/06,CRITICAL,Ord_1015
11/02/16,LOW,Ord_1016
12/02/26,NOT SPECIFIED,Ord_1017
12/10/07,MEDIUM,Ord_1018
12/05/17,MEDIUM,Ord_1019
09/01/22,HIGH,Ord_1020
11/04/03,CRITICAL,Ord_1021
11/06/22,CRITICAL,Ord_1022
09/06/29,HIGH,Ord_1023
12/03/27,MEDIUM,Ord_1024
12/03/05,CRITICAL,Ord_1025
11/11/19,LOW,Ord_1026
10/11/13,MEDIUM,Ord_1027
12/02/12,NOT SPECIFIED,Ord_1028
10/10/29,HIGH,Ord_1029
09/02/23,CRITICAL,Ord_1030
10/05/20,NOT SPECIFIED,Ord_1031
09/07/26,NOT SPECIFIED,Ord_1032
12/05/09,NOT SPECIFIED,Ord_1033
11/07/25,HIGH,Ord_1034
11/08/09,HIGH,Ord_1035
09/12/16,HIGH,Ord_1036
10/08/17,CRITICAL,Ord_1037
10/11/13,NOT SPECIFIED,Ord_1038
10/03/23,HIGH,Ord_1039
10/12/24,CRITICAL,Ord_1040
10/11/21,MEDIUM,Ord_1041
10/07/02,CRITICAL,Ord_1042
09/08/05,HIGH,Ord_1043
11/01/05,CRITICAL,Ord_1044
11/01/05,LOW,Ord_1045
09/07/29,CRITICAL,Ord_1046
10/08/11,HIGH,Ord_1047
12/08/30,CRITICAL,Ord_1048
09/06/09,LOW,Ord_1049
10/12/12,MEDIUM,Ord_1050
12/02/06,NOT SPECIFIED,Ord_1051
11/05/02,NOT SPECIFIED,Ord_1052
10/12/14,NOT SPECIFIED,Ord_1053
12/04/04,NOT SPECIFIED,Ord_1054
10/05/30,NOT SPECIFIED,Ord_1055
12/10/30,NOT SPECIFIED,Ord_1056
09/05/12,LOW,Ord_1057
10/07/22,NOT SPECIFIED,Ord_1058
10/02/21,MEDIUM,Ord_1059
10/12/12,HIGH,Ord_1060
11/05/06,HIGH,Ord_1061
10/11/21,NOT SPECIFIED,Ord_1062
11/12/18,CRITICAL,Ord_1063
10/03/04,CRITICAL,Ord_1064
12/11/01,LOW,Ord_1065
12/11/28,NOT SPECIFIED,Ord_1066
09/05/16,CRITICAL,Ord_1067
12/06/26,HIGH,Ord_1068
11/08/20,NOT SPECIFIED,Ord_1069
12/10/14,HIGH,Ord_1070
09/06/08,HIGH,Ord_1071
09/07/10,HIGH,Ord_1072
12/03/08,NOT SPECIFIED,Ord_1073
11/12/31,LOW,Ord_1074
09/03/07,HIGH,Ord_1075
09/07/30,LOW,Ord_1076
09/10/01,LOW,Ord_1077
12/07/11,HIGH,Ord_1078
11/07/02,CRITICAL,Ord_1079
10/08/22,MEDIUM,Ord_1080
12/12/03,HIGH,Ord_1081
11/09/11,MEDIUM,Ord_1082
12/01/11,LOW,Ord_1083
11/07/18,MEDIUM,Ord_1084
10/09/29,NOT SPECIFIED,Ord_1085
11/01/25,HIGH,Ord_1086
09/06/25,NOT SPECIFIED,Ord_1087
12/04/27,HIGH,Ord_1088
10/06/11,LOW,Ord_1089
09/04/26,LOW,Ord_1090
12/05/11,LOW,Ord_1091
10/05/09,NOT SPECIFIED,Ord_1092
11/03/07,HIGH,Ord_1093
09/12/01,NOT SPECIFIED,Ord_1094
09/12/19,HIGH,Ord_1095
11/06/14,LOW,Ord_1096
10/11/21,LOW,Ord_1097
09/06/12,MEDIUM,Ord_1098
10/07/05,CRITICAL,Ord_1099
11/02/20,CRITICAL,Ord_1100
10/09/14,MEDIUM,Ord_1101
11/04/12,CRITICAL,Ord_1102
12/08/14,MEDIUM,Ord_1103
11/08/18,NOT SPECIFIED,Ord_1104
11/06/01,LOW,Ord_1105
09/10/05,LOW,Ord_1106
10/04/01,HIGH,Ord_1107
11/05/22,LOW,Ord_1108
12/01/24,LOW,Ord_1109
10/07/21,HIGH,Ord_1110
11/06/11,NOT SPECIFIED,Ord_1111
12/05/07,NOT SPECIFIED,Ord_1112
12/02/03,CRITICAL,Ord_1113
11/09/16,CRITICAL,Ord_1114
09/07/14,NOT SPECIFIED,Ord_1115
11/10/29,HIGH,Ord_1116
11/01/15,CRITICAL,Ord_1117
10/10/14,CRITICAL,Ord_1118
09/04/11,NOT SPECIFIED,Ord_1119
09/02/07,CRITICAL,Ord_1120
12/02/03,HIGH,Ord_1121
11/04/02,MEDIUM,Ord_1122
11/03/18,LOW,Ord_1123
11/03/18,CRITICAL,Ord_1124
10/07/24,LOW,Ord_1125
12/10/17,HIGH,Ord_1126
11/11/27,NOT SPECIFIED,Ord_1127
09/05/03,MEDIUM,Ord_1128
12/01/25,CRITICAL,Ord_1129
10/08/05,LOW,Ord_1130
09/09/28,MEDIUM,Ord_1131
12/02/07,HIGH,Ord_1132
10/04/10,MEDIUM,Ord_1133
09/05/26,CRITICAL,Ord_1134
10/02/20,CRITICAL,Ord_1135
10/04/12,HIGH,Ord_1136
10/05/08,LOW,Ord_1137
11/09/12,MEDIUM,Ord_1138
09/04/02,MEDIUM,Ord_1139
12/05/28,HIGH,Ord_1140
12/05/08,LOW,Ord_1141
09/06/19,NOT SPECIFIED,Ord_1142
10/02/03,MEDIUM,Ord_1143
09/11/03,NOT SPECIFIED,Ord_1144
11/07/09,NOT SPECIFIED,Ord_1145
10/07/23,LOW,Ord_1146
09/07/04,MEDIUM,Ord_1147
12/03/23,NOT SPECIFIED,Ord_1148
10/09/08,CRITICAL,Ord_1149
11/06/29,MEDIUM,Ord_1150
09/06/22,CRITICAL,Ord_1151
12/01/21,MEDIUM,Ord_1152
10/07/12,MEDIUM,Ord_1153
12/02/09,NOT SPECIFIED,Ord_1154
10/06/06,NOT SPECIFIED,Ord_1155
10/12/14,CRITICAL,Ord_1156
10/10/05,HIGH,Ord_1157
11/12/04,MEDIUM,Ord_1158
09/01/29,MEDIUM,Ord_1159
09/12/12,HIGH,Ord_1160
12/01/25,NOT SPECIFIED,Ord_1161
12/12/06,LOW,Ord_1162
09/06/04,LOW,Ord_1163
09/10/04,NOT SPECIFIED,Ord_1164
09/09/24,LOW,Ord_1165
11/06/30,NOT SPECIFIED,Ord_1166
09/03/01,CRITICAL,Ord_1167
10/06/24,CRITICAL,Ord_1168
12/04/22,HIGH,Ord_1169
10/04/22,LOW,Ord_1170
11/03/05,MEDIUM,Ord_1171
10/12/12,NOT SPECIFIED,Ord_1172
09/11/04,NOT SPECIFIED,Ord_1173
11/03/15,NOT SPECIFIED,Ord_1174
11/12/20,CRITICAL,Ord_1175
12/03/23,LOW,Ord_1176
11/05/14,LOW,Ord_1177
09/11/06,HIGH,Ord_1178
11/03/30,MEDIUM,Ord_1179
11/04/19,MEDIUM,Ord_1180
09/06/02,LOW,Ord_1181
09/06/23,HIGH,Ord_1182
11/05/02,HIGH,Ord_1183
11/05/31,NOT SPECIFIED,Ord_1184
12/05/07,MEDIUM,Ord_1185
10/09/19,HIGH,Ord_1186
12/12/20,HIGH,Ord_1187
11/07/21,LOW,Ord_1188
10/07/03,MEDIUM,Ord_1189
10/07/19,NOT SPECIFIED,Ord_1190
09/12/06,LOW,Ord_1191
09/11/04,HIGH,Ord_1192
12/10/13,NOT SPECIFIED,Ord_1193
09/06/14,NOT SPECIFIED,Ord_1194
09/02/26,CRITICAL,Ord_1195
12/04/15,NOT SPECIFIED,Ord_1196
10/06/20,MEDIUM,Ord_1197
11/06/22,HIGH,Ord_1198
12/06/24,MEDIUM,Ord_1199
09/01/27,CRITICAL,Ord_1200
10/02/28,LOW,Ord_1201
12/01/30,MEDIUM,Ord_1202
11/10/01,HIGH,Ord_1203
09/04/28,HIGH,Ord_1204
09/09/13,CRITICAL,Ord_1205
11/09/27,HIGH,Ord_1206
10/06/23,NOT SPECIFIED,Ord_1207
10/02/22,CRITICAL,Ord_1208
12/07/06,HIGH,Ord_1209
10/01/21,HIGH,Ord_1210
10/07/01,MEDIUM,Ord_1211
12/01/12,NOT SPECIFIED,Ord_1212
12/10/12,MEDIUM,Ord_1213
12/11/18,LOW,Ord_1214
12/12/15,NOT SPECIFIED,Ord_1215
12/10/27,LOW,Ord_1216
12/11/07,NOT SPECIFIED,Ord_1217
12/09/07,HIGH,Ord_1218
11/04/25,CRITICAL,Ord_1219
11/12/31,CRITICAL,Ord_1220
09/07/17,MEDIUM,Ord_1221
10/01/16,NOT SPECIFIED,Ord_1222
09/07/16,HIGH,Ord_1223
10/05/15,MEDIUM,Ord_1224
09/11/19,HIGH,Ord_1225
10/10/02,MEDIUM,Ord_1226
12/10/18,CRITICAL,Ord_1227
09/08/03,HIGH,Ord_1228
12/12/10,LOW,Ord_1229
10/09/10,HIGH,Ord_1230
11/03/07,HIGH,Ord_1231
09/12/12,HIGH,Ord_1232
12/12/18,MEDIUM,Ord_1233
10/10/23,LOW,Ord_1234
09/02/14,LOW,Ord_1235
12/05/01,HIGH,Ord_1236
12/08/16,LOW,Ord_1237
12/10/04,MEDIUM,Ord_1238
09/06/12,NOT SPECIFIED,Ord_1239
10/09/25,MEDIUM,Ord_1240
09/09/01,NOT SPECIFIED,Ord_1241
12/10/19,NOT SPECIFIED,Ord_1242
11/06/04,LOW,Ord_1243
11/11/01,HIGH,Ord_1244
12/08/28,HIGH,Ord_1245
11/04/22,MEDIUM,Ord_1246
09/10/06,NOT SPECIFIED,Ord_1247
11/04/26,LOW,Ord_1248
12/03/14,NOT SPECIFIED,Ord_1249
11/06/29,LOW,Ord_1250
09/05/01,CRITICAL,Ord_1251
10/08/03,CRITICAL,Ord_1252
11/01/18,HIGH,Ord_1253
09/04/27,NOT SPECIFIED,Ord_1254
11/05/10,MEDIUM,Ord_1255
09/07/01,HIGH,Ord_1256
10/09/25,LOW,Ord_1257
12/04/29,HIGH,Ord_1258
10/08/24,HIGH,Ord_1259
09/03/16,MEDIUM,Ord_1260
10/04/15,MEDIUM,Ord_1261
10/02/20,CRITICAL,Ord_1262
10/12/22,NOT SPECIFIED,Ord_1263
10/03/30,LOW,Ord_1264
10/09/29,MEDIUM,Ord_1265
09/11/06,CRITICAL,Ord_1266
09/06/21,NOT SPECIFIED,Ord_1267
09/04/10,MEDIUM,Ord_1268
12/01/19,CRITICAL,Ord_1269
12/02/27,HIGH,Ord_1270
12/12/07,MEDIUM,Ord_1271
12/01/06,LOW,Ord_1272
10/03/14,MEDIUM,Ord_1273
10/02/02,LOW,Ord_1274
12/12/05,LOW,Ord_1275
12/03/15,NOT SPECIFIED,Ord_1276
12/12/05,NOT SPECIFIED,Ord_1277
10/02/01,LOW,Ord_1278
09/08/17,MEDIUM,Ord_1279
12/08/17,LOW,Ord_1280
12/09/28,HIGH,Ord_1281
12/03/20,HIGH,Ord_1282
10/06/26,MEDIUM,Ord_1283
09/09/08,NOT SPECIFIED,Ord_1284
10/06/16,LOW,Ord_1285
09/10/21,NOT SPECIFIED,Ord_1286
10/12/21,LOW,Ord_1287
09/03/28,HIGH,Ord_1288
11/02/04,NOT SPECIFIED,Ord_1289
09/12/21,HIGH,Ord_1290
10/02/14,MEDIUM,Ord_1291
11/09/25,HIGH,Ord_1292
10/08/12,HIGH,Ord_1293
10/10/19,LOW,Ord_1294
10/12/30,NOT SPECIFIED,Ord_1295
12/08/06,MEDIUM,Ord_1296
11/09/15,HIGH,Ord_1297
09/03/23,HIGH,Ord_1298
10/03/25,MEDIUM,Ord_1299
09/01/17,MEDIUM,Ord_1300
12/07/14,NOT SPECIFIED,Ord_1301
09/12/27,NOT SPECIFIED,Ord_1302
11/10/22,HIGH,Ord_1303
11/03/17,CRITICAL,Ord_1304
10/10/26,CRITICAL,Ord_1305
09/06/13,LOW,Ord_1306
11/07/19,HIGH,Ord_1307
10/01/22,HIGH,Ord_1308
09/11/21,HIGH,Ord_1309
11/07/10,NOT SPECIFIED,Ord_1310
10/08/03,CRITICAL,Ord_1311
09/04/19,LOW,Ord_1312
12/02/19,CRITICAL,Ord_1313
11/06/17,NOT SPECIFIED,Ord_1314
12/05/18,HIGH,Ord_1315
09/12/14,LOW,Ord_1316
12/03/14,CRITICAL,Ord_1317
11/12/09,MEDIUM,Ord_1318
10/10/21,LOW,Ord_1319
12/04/29,LOW,Ord_1320
12/11/03,LOW,Ord_1321
11/11/14,LOW,Ord_1322
11/03/16,LOW,Ord_1323
11/09/22,HIGH,Ord_1324
09/11/22,HIGH,Ord_1325
10/09/28,LOW,Ord_1326
11/06/10,NOT SPECIFIED,Ord_1327
09/09/29,NOT SPECIFIED,Ord_1328
09/12/28,HIGH,Ord_1329
10/03/30,LOW,Ord_1330
11/11/04,MEDIUM,Ord_1331
09/03/06,MEDIUM,Ord_1332
10/01/28,LOW,Ord_1333
11/03/17,CRITICAL,Ord_1334
12/05/01,HIGH,Ord_1335
09/05/24,NOT SPECIFIED,Ord_1336
10/05/16,NOT SPECIFIED,Ord_1337
09/01/12,LOW,Ord_1338
11/01/05,HIGH,Ord_1339
11/01/07,CRITICAL,Ord_1340
12/05/20,NOT SPECIFIED,Ord_1341
09/02/11,LOW,Ord_1342
09/01/03,HIGH,Ord_1343
12/08/15,MEDIUM,Ord_1344
09/04/01,CRITICAL,Ord_1345
09/10/13,CRITICAL,Ord_1346
10/05/06,MEDIUM,Ord_1347
12/02/23,CRITICAL,Ord_1348
12/10/31,CRITICAL,Ord_1349
09/04/23,LOW,Ord_1350
09/08/16,MEDIUM,Ord_1351
09/11/24,CRITICAL,Ord_1352
10/10/01,MEDIUM,Ord_1353
09/09/16,HIGH,Ord_1354
10/10/23,LOW,Ord_1355
09/12/20,CRITICAL,Ord_1356
11/06/22,CRITICAL,Ord_1357
10/08/17,LOW,Ord_1358
10/04/20,MEDIUM,Ord_1359
10/02/24,NOT SPECIFIED,Ord_1360
11/09/12,NOT SPECIFIED,Ord_1361
10/12/12,LOW,Ord_1362
09/11/30,LOW,Ord_1363
11/06/07,HIGH,Ord_1364
12/11/06,LOW,Ord_1365
10/08/03,LOW,Ord_1366
09/08/04,CRITICAL,Ord_1367
12/02/12,MEDIUM,Ord_1368
11/07/18,NOT SPECIFIED,Ord_1369
09/07/22,MEDIUM,Ord_1370
09/11/15,MEDIUM,Ord_1371
12/06/15,NOT SPECIFIED,Ord_1372
10/10/13,NOT SPECIFIED,Ord_1373
09/04/12,HIGH,Ord_1374
12/03/04,NOT SPECIFIED,Ord_1375
09/05/21,MEDIUM,Ord_1376
10/11/08,HIGH,Ord_1377
12/04/27,HIGH,Ord_1378
10/02/20,NOT SPECIFIED,Ord_1379
09/08/14,NOT SPECIFIED,Ord_1380
10/07/03,NOT SPECIFIED,Ord_1381
09/12/02,NOT SPECIFIED,Ord_1382
11/10/09,HIGH,Ord_1383
09/10/01,CRITICAL,Ord_1384
11/09/01,CRITICAL,Ord_1385
12/05/09,HIGH,Ord_1386
09/12/02,LOW,Ord_1387
10/10/02,MEDIUM,Ord_1388
11/09/08,NOT SPECIFIED,Ord_1389
10/07/20,HIGH,Ord_1390
11/01/19,HIGH,Ord_1391
11/07/23,CRITICAL,Ord_1392
09/10/20,HIGH,Ord_1393
11/08/04,NOT SPECIFIED,Ord_1394
11/10/06,MEDIUM,Ord_1395
12/05/02,NOT SPECIFIED,Ord_1396
10/12/24,HIGH,Ord_1397
09/09/28,HIGH,Ord_1398
12/10/03,HIGH,Ord_1399
09/10/13,MEDIUM,Ord_1400
12/10/30,CRITICAL,Ord_1401
12/12/03,HIGH,Ord_1402
12/09/23,HIGH,Ord_1403
11/04/29,NOT SPECIFIED,Ord_1404
11/05/20,NOT SPECIFIED,Ord_1405
11/10/28,LOW,Ord_1406
12/07/21,HIGH,Ord_1407
09/11/25,MEDIUM,Ord_1408
12/12/07,LOW,Ord_1409
10/01/13,NOT SPECIFIED,Ord_1410
10/05/08,CRITICAL,Ord_1411
12/05/04,NOT SPECIFIED,Ord_1412
12/03/16,NOT SPECIFIED,Ord_1413
09/02/11,LOW,Ord_1414
11/10/04,MEDIUM,Ord_1415
09/07/01,MEDIUM,Ord_1416
12/10/29,CRITICAL,Ord_1417
09/06/11,NOT SPECIFIED,Ord_1418
12/08/09,LOW,Ord_1419
09/12/08,MEDIUM,Ord_1420
09/07/31,MEDIUM,Ord_1421
09/09/18,MEDIUM,Ord_1422
12/12/25,MEDIUM,Ord_1423
12/11/09,NOT SPECIFIED,Ord_1424
10/08/13,MEDIUM,Ord_1425
09/09/29,LOW,Ord_1426
12/10/18,LOW,Ord_1427
11/12/03,LOW,Ord_1428
11/05/24,CRITICAL,Ord_1429
09/05/20,MEDIUM,Ord_1430
11/10/03,MEDIUM,Ord_1431
09/05/18,NOT SPECIFIED,Ord_1432
09/11/08,HIGH,Ord_1433
10/11/09,NOT SPECIFIED,Ord_1434
12/07/06,CRITICAL,Ord_1435
11/02/26,NOT SPECIFIED,Ord_1436
12/12/01,CRITICAL,Ord_1437
12/01/04,MEDIUM,Ord_1438
11/07/02,LOW,Ord_1439
11/10/24,CRITICAL,Ord_1440
10/07/29,MEDIUM,Ord_1441
11/07/10,LOW,Ord_1442
12/06/05,HIGH,Ord_1443
12/03/28,HIGH,Ord_1444
12/08/29,CRITICAL,Ord_1445
11/02/14,NOT SPECIFIED,Ord_1446
10/06/04,MEDIUM,Ord_1447
11/12/21,LOW,Ord_1448
09/09/10,CRITICAL,Ord_1449
11/07/30,HIGH,Ord_1450
11/02/16,CRITICAL,Ord_1451
12/05/09,NOT SPECIFIED,Ord_1452
12/10/08,HIGH,Ord_1453
12/09/11,NOT SPECIFIED,Ord_1454
09/11/21,CRITICAL,Ord_1455
10/01/22,LOW,Ord_1456
10/07/30,HIGH,Ord_1457
10/03/02,LOW,Ord_1458
11/11/06,CRITICAL,Ord_1459
12/03/26,CRITICAL,Ord_1460
